sample_second,zone_id,zone,current_count,projected_count,previous_count,count_delta,inflow,outflow,projected_inflow,projected_outflow,new_entries,disappeared,mean_confidence,mean_speed,mean_velocity_x,mean_velocity_y,predicted_ratio,mean_bbox_area,target_second,target_next_count,data_split
50.0,2,right_sidewalk,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74146,67.306,-17.35,-8.2,0.0,17285.4,51.0,10,train
51.0,0,left_sidewalk,11.0,11.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.576164,53.734545,8.227273,-7.818182,0.0,11567.727273,52.0,12,train
51.0,1,center_walkway,4.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.4658,36.9575,34.25,-17.75,0.0,13324.5,52.0,4,train
51.0,2,right_sidewalk,10.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71469,76.977,-12.75,1.3,0.0,16021.8,52.0,10,train
52.0,0,left_sidewalk,12.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.574675,69.805833,21.791667,-14.25,0.0,11200.25,53.0,9,train
52.0,1,center_walkway,4.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.636225,93.8575,-30.875,-15.75,0.0,19806.75,53.0,6,train
52.0,2,right_sidewalk,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.61938,59.869,-0.1,-10.2,0.0,13755.0,53.0,10,train
53.0,0,left_sidewalk,9.0,9.0,12.0,-3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.589767,75.19,18.777778,0.222222,0.0,12318.111111,54.0,10,train
53.0,1,center_walkway,6.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.707867,108.516667,20.583333,-32.666667,0.0,13862.833333,54.0,6,train
53.0,2,right_sidewalk,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.55301,37.74,-12.15,3.2,0.0,14281.9,54.0,10,train
54.0,0,left_sidewalk,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.55018,81.268,11.7,-19.0,0.1,11099.1,55.0,10,train
54.0,1,center_walkway,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730167,107.211667,-9.5,-24.5,0.0,12725.833333,55.0,6,train
54.0,2,right_sidewalk,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.57783,52.645,-14.4,32.6,0.0,14028.4,55.0,13,train
55.0,0,left_sidewalk,10.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.48805,75.422,15.4,-12.2,0.0,9759.3,56.0,10,train
55.0,1,center_walkway,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.691167,108.525,-14.583333,-26.666667,0.166667,11347.5,56.0,5,train
55.0,2,right_sidewalk,13.0,13.0,10.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.579277,54.231538,-12.0,47.0,0.0,16248.692308,56.0,14,train
56.0,0,left_sidewalk,10.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.54789,61.426,2.55,-2.5,0.0,9276.9,57.0,8,train
56.0,1,center_walkway,5.0,5.0,6.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7892,62.732,42.7,-21.6,0.0,10967.8,57.0,5,train
56.0,2,right_sidewalk,14.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.621571,71.692857,-8.535714,21.214286,0.0,15360.071429,57.0,15,train
57.0,0,left_sidewalk,8.0,7.0,10.0,-2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.459788,78.36125,1.0625,2.875,0.0,10595.125,58.0,10,train
57.0,1,center_walkway,5.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69428,58.362,38.1,-25.4,0.0,10311.0,58.0,6,train
57.0,2,right_sidewalk,15.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.639213,55.244,1.866667,14.266667,0.0,16349.733333,58.0,12,train
58.0,0,left_sidewalk,10.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.49932,56.095,12.0,-12.5,0.3,8687.9,59.0,10,train
58.0,1,center_walkway,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.787483,59.031667,19.083333,-23.166667,0.0,13602.666667,59.0,6,train
58.0,2,right_sidewalk,12.0,12.0,15.0,-3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.700175,61.4025,-10.25,15.333333,0.0,18054.583333,59.0,13,train
59.0,0,left_sidewalk,10.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43643,55.235,7.5,1.7,0.0,7927.4,60.0,7,train
59.0,1,center_walkway,6.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7495,56.805,22.0,-26.166667,0.0,13249.5,60.0,8,train
59.0,2,right_sidewalk,13.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.710862,66.159231,-12.692308,23.076923,0.0,17648.230769,60.0,14,train
60.0,0,left_sidewalk,7.0,8.0,10.0,-3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.454571,45.488571,21.642857,-17.714286,0.0,8286.142857,61.0,8,train
60.0,1,center_walkway,8.0,7.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6325,56.28875,20.1875,-39.5,0.0,10315.5,61.0,9,train
60.0,2,right_sidewalk,14.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.704421,65.899286,-10.75,22.5,0.071429,16415.142857,61.0,12,train
61.0,0,left_sidewalk,8.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.484362,43.055,16.3125,4.75,0.0,7719.25,62.0,8,train
61.0,1,center_walkway,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5387,42.77,21.222222,-11.666667,0.111111,13089.666667,62.0,8,train
61.0,2,right_sidewalk,12.0,12.0,14.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.648033,65.585,-27.833333,21.333333,0.0,16699.416667,62.0,13,train
62.0,0,left_sidewalk,8.0,7.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.573775,83.85625,17.0625,-50.125,0.0,11139.25,63.0,10,train
62.0,1,center_walkway,8.0,10.0,9.0,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.662863,69.385,35.6875,-34.0,0.0,13757.125,63.0,9,train
62.0,2,right_sidewalk,13.0,12.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.681554,72.019231,-32.346154,4.846154,0.0,13069.076923,63.0,10,train
63.0,0,left_sidewalk,10.0,9.0,8.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,0.51934,68.453,32.15,-13.6,0.0,10418.9,64.0,9,train
63.0,1,center_walkway,9.0,10.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.645244,62.47,27.222222,-20.333333,0.0,11872.111111,64.0,9,train
63.0,2,right_sidewalk,10.0,10.0,13.0,-3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.57041,53.891,-23.95,3.3,0.3,11566.4,64.0,8,train
64.0,0,left_sidewalk,9.0,9.0,10.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.640378,68.975556,13.055556,-10.222222,0.0,10904.0,65.0,9,train
64.0,1,center_walkway,9.0,10.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.673322,61.906667,28.611111,-21.111111,0.0,11051.777778,65.0,12,train
64.0,2,right_sidewalk,8.0,7.0,10.0,-2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.676325,57.56,-30.5625,-9.75,0.0,10694.125,65.0,6,train
65.0,0,left_sidewalk,9.0,8.0,9.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.528456,71.346667,-1.0,4.333333,0.0,10858.888889,66.0,8,train
65.0,1,center_walkway,12.0,13.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.621317,54.966667,16.375,-24.083333,0.0,8960.833333,66.0,12,train
65.0,2,right_sidewalk,6.0,6.0,8.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.605083,52.446667,-16.75,21.833333,0.166667,12129.0,66.0,6,train
66.0,0,left_sidewalk,8.0,8.0,9.0,-1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.490887,48.44,-32.25,8.75,0.125,9814.875,67.0,8,train
66.0,1,center_walkway,12.0,14.0,12.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.646467,59.25,12.291667,-9.083333,0.0,9019.166667,67.0,11,train
66.0,2,right_sidewalk,6.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.660133,55.45,-20.583333,5.0,0.333333,12203.333333,67.0,4,train
67.0,0,left_sidewalk,8.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.549887,76.72875,-35.9375,13.0,0.125,9851.0,68.0,9,train
67.0,1,center_walkway,11.0,12.0,12.0,-1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.646745,60.907273,17.363636,-12.909091,0.090909,9155.272727,68.0,14,train
67.0,2,right_sidewalk,4.0,3.0,6.0,-2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.65165,31.6,-16.5,17.5,0.0,10571.75,68.0,3,train
68.0,0,left_sidewalk,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4357,66.856667,-31.388889,16.777778,0.111111,9013.777778,69.0,11,train
68.0,1,center_walkway,14.0,14.0,11.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.590307,47.207143,6.035714,-13.714286,0.142857,7718.214286,69.0,12,train
68.0,2,right_sidewalk,3.0,3.0,4.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.590433,38.66,-21.666667,25.333333,0.0,11596.0,69.0,3,train
69.0,0,left_sidewalk,11.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.413927,40.949091,-23.454545,9.090909,0.0,9308.727273,70.0,11,train
69.0,1,center_walkway,12.0,12.0,14.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.586,46.9275,1.5,-12.75,0.166667,7821.75,70.0,10,train
69.0,2,right_sidewalk,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6444,47.69,-24.333333,42.666667,0.0,13488.0,70.0,3,train
70.0,0,left_sidewalk,11.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.446982,93.216364,-12.090909,9.545455,0.090909,12451.363636,71.0,11,train
70.0,1,center_walkway,10.0,11.0,12.0,-2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.6393,50.9,-5.5,-8.7,0.0,9069.1,71.0,9,train
70.0,2,right_sidewalk,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682967,53.023333,-22.0,54.333333,0.0,15493.0,71.0,4,train
71.0,0,left_sidewalk,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.489309,78.818182,9.272727,-21.0,0.0,10148.090909,72.0,11,train
71.0,1,center_walkway,9.0,9.0,10.0,-1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.8012,45.293333,-15.666667,1.555556,0.0,12909.666667,72.0,10,train
71.0,2,right_sidewalk,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.67775,45.0475,-20.625,45.75,0.0,14420.75,72.0,5,train
72.0,0,left_sidewalk,11.0,8.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.528982,80.757273,21.318182,11.636364,0.0,11810.090909,73.0,11,train
72.0,1,center_walkway,10.0,13.0,9.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.67897,76.453,12.1,4.1,0.1,15320.5,73.0,11,train
72.0,2,right_sidewalk,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.61264,38.834,-18.9,38.8,0.0,13741.2,73.0,5,train
73.0,0,left_sidewalk,11.0,10.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.571018,67.571818,7.363636,-15.272727,0.0,11677.727273,74.0,10,train
73.0,1,center_walkway,11.0,12.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.697145,74.977273,4.227273,-9.727273,0.090909,15238.181818,74.0,10,train
73.0,2,right_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677,48.35,-25.3,44.2,0.0,14985.4,74.0,4,train
74.0,0,left_sidewalk,10.0,10.0,11.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.53777,71.352,10.8,-7.0,0.0,11058.9,75.0,7,train
74.0,1,center_walkway,10.0,11.0,11.0,-1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.66865,79.868,28.15,-28.3,0.1,14657.8,75.0,11,train
74.0,2,right_sidewalk,4.0,3.0,5.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.849075,57.1875,-32.875,38.25,0.0,17172.75,75.0,4,train
75.0,0,left_sidewalk,7.0,6.0,10.0,-3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.612614,77.87,19.428571,-9.571429,0.0,12003.428571,76.0,7,train
75.0,1,center_walkway,11.0,12.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.721618,74.775455,17.136364,-22.818182,0.090909,13255.454545,76.0,11,train
75.0,2,right_sidewalk,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.675025,48.615,-19.0,28.75,0.0,13482.25,76.0,3,train
76.0,0,left_sidewalk,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.659643,49.484286,9.142857,-10.0,0.0,10022.857143,77.0,6,train
76.0,1,center_walkway,11.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.743455,81.928182,24.863636,-25.454545,0.090909,13548.818182,77.0,10,train
76.0,2,right_sidewalk,3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.567867,36.576667,-6.666667,26.333333,0.333333,13166.666667,77.0,1,train
77.0,0,left_sidewalk,6.0,7.0,7.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7044,56.435,-4.333333,5.666667,0.0,11246.666667,78.0,7,train
77.0,1,center_walkway,10.0,9.0,11.0,-1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.74034,53.177,33.95,-30.8,0.0,10346.6,78.0,8,train
77.0,2,right_sidewalk,1.0,1.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8813,38.83,-32.0,24.0,0.0,10336.0,78.0,2,train
78.0,0,left_sidewalk,7.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.658586,62.198571,-7.714286,-0.428571,0.0,10484.428571,79.0,7,train
78.0,1,center_walkway,8.0,9.0,10.0,-2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.690288,61.0225,42.5,-33.125,0.0,11146.125,79.0,9,train
78.0,2,right_sidewalk,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.57835,22.95,-19.25,14.0,0.0,11460.5,79.0,1,train
79.0,0,left_sidewalk,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5485,87.245714,-24.142857,29.857143,0.0,10738.571429,80.0,6,train
79.0,1,center_walkway,9.0,8.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.746956,48.921111,22.888889,-20.555556,0.0,12682.444444,80.0,10,train
79.0,2,right_sidewalk,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7189,25.71,-11.5,-13.0,0.0,11592.0,80.0,2,train
80.0,0,left_sidewalk,6.0,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.653683,65.47,16.25,17.666667,0.0,10603.5,81.0,5,train
80.0,1,center_walkway,10.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.64317,62.285,40.0,-27.3,0.1,10296.2,81.0,10,train
80.0,2,right_sidewalk,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8691,45.195,-19.75,11.0,0.0,12777.0,81.0,3,train
81.0,0,left_sidewalk,5.0,5.0,6.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.73322,87.192,32.9,-10.4,0.0,11099.4,82.0,5,train
81.0,1,center_walkway,10.0,9.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.68939,60.517,39.4,-20.5,0.1,9745.4,82.0,9,train
81.0,2,right_sidewalk,3.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.660933,33.13,-18.666667,6.333333,0.0,8885.333333,82.0,4,train
82.0,0,left_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.61282,59.56,45.1,-20.8,0.0,10125.8,83.0,5,train
82.0,1,center_walkway,9.0,9.0,10.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.692667,63.29,39.166667,-24.666667,0.0,9729.444444,83.0,8,train
82.0,2,right_sidewalk,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.72035,39.8675,-5.0,7.25,0.0,9861.5,83.0,4,train
83.0,0,left_sidewalk,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5145,26.038,6.5,-17.0,0.0,7189.6,84.0,4,train
83.0,1,center_walkway,8.0,9.0,9.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.672937,76.61875,57.4375,-21.5,0.0,11688.75,84.0,12,train
83.0,2,right_sidewalk,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8529,55.43,-45.0,9.0,0.0,12632.5,84.0,3,train
84.0,0,left_sidewalk,4.0,4.0,5.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6002,16.225,5.75,-9.75,0.0,8330.75,85.0,3,train
84.0,1,center_walkway,12.0,12.0,8.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.651067,63.609167,21.25,-12.416667,0.0,9202.25,85.0,10,train
84.0,2,right_sidewalk,3.0,3.0,4.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834,58.496667,-43.666667,6.666667,0.0,13704.0,85.0,5,train
85.0,0,left_sidewalk,3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.430867,14.786667,12.333333,-7.0,0.666667,8943.333333,86.0,5,train
85.0,1,center_walkway,10.0,10.0,12.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.637,64.103,18.75,-13.1,0.0,9501.8,86.0,7,train
85.0,2,right_sidewalk,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.64232,34.198,-23.8,8.6,0.0,10385.4,86.0,5,train
86.0,0,left_sidewalk,5.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6009,19.964,-4.8,1.2,0.0,11958.0,87.0,4,train
86.0,1,center_walkway,7.0,8.0,10.0,-3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.861229,72.112857,19.0,-7.714286,0.0,11869.0,87.0,11,train
86.0,2,right_sidewalk,5.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.66102,47.276,-35.3,15.0,0.0,10946.6,87.0,5,train
87.0,0,left_sidewalk,4.0,4.0,5.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.404825,26.5475,-9.0,0.5,0.0,8192.5,88.0,4,train
87.0,1,center_walkway,11.0,12.0,7.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,0.710109,66.209091,22.545455,-17.636364,0.0,9778.545455,88.0,11,train
87.0,2,right_sidewalk,5.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8451,55.09,-34.6,31.0,0.0,12667.2,88.0,6,train
88.0,0,left_sidewalk,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,27.5575,-8.625,2.25,0.0,8022.75,89.0,4,train
88.0,1,center_walkway,11.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.758336,77.556364,0.636364,3.181818,0.0,12402.727273,89.0,11,train
88.0,2,right_sidewalk,6.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.691217,20.703333,-9.0,9.833333,0.0,8915.166667,89.0,6,train
89.0,0,left_sidewalk,4.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.477925,26.36,-10.5,-3.5,0.0,7459.75,90.0,5,train
89.0,1,center_walkway,11.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.789627,74.58,-5.0,-5.272727,0.0,11460.181818,90.0,10,train
89.0,2,right_sidewalk,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691017,34.368333,6.0,5.333333,0.0,12121.166667,90.0,7,train
90.0,0,left_sidewalk,5.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.65142,38.008,-35.3,12.8,0.0,11378.2,91.0,5,train
90.0,1,center_walkway,10.0,8.0,11.0,-1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.65138,57.773,21.1,-7.4,0.1,10238.8,91.0,9,train
90.0,2,right_sidewalk,7.0,9.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.674657,34.045714,15.714286,7.571429,0.0,13483.571429,91.0,8,train
91.0,0,left_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62038,65.778,-11.1,-11.0,0.0,11570.4,92.0,5,train
91.0,1,center_walkway,9.0,8.0,10.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.679044,49.774444,4.222222,1.555556,0.0,13793.333333,92.0,8,train
91.0,2,right_sidewalk,8.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7261,50.24875,19.8125,0.5,0.0,13192.875,92.0,8,train
92.0,0,left_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65422,68.1,-11.5,2.6,0.0,10829.6,93.0,5,train
92.0,1,center_walkway,8.0,8.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7435,70.8225,6.5,-12.125,0.0,15573.5,93.0,8,train
92.0,2,right_sidewalk,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.673113,47.7125,13.5,6.5,0.0,13000.75,93.0,9,train
93.0,0,left_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59924,64.506,-16.5,9.2,0.0,11779.8,94.0,5,train
93.0,1,center_walkway,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746387,68.0875,5.25,-22.375,0.0,11005.25,94.0,5,train
93.0,2,right_sidewalk,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6919,48.261111,-2.111111,2.111111,0.0,11714.111111,94.0,9,train
94.0,0,left_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62448,60.59,-20.6,11.2,0.0,11297.2,95.0,5,train
94.0,1,center_walkway,5.0,5.0,8.0,-3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.83822,65.092,33.2,-23.4,0.0,11760.0,95.0,5,train
94.0,2,right_sidewalk,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.710989,53.513333,-6.944444,1.555556,0.0,10651.222222,95.0,11,train
95.0,0,left_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075,56.97,-23.3,14.0,0.0,11934.6,96.0,4,train
95.0,1,center_walkway,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81678,63.044,30.1,-21.4,0.0,10244.2,96.0,7,train
95.0,2,right_sidewalk,11.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.688473,38.388182,-7.636364,19.909091,0.090909,11818.545455,96.0,10,train
96.0,0,left_sidewalk,4.0,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.73485,75.33,-29.5,7.5,0.0,13412.25,97.0,5,train
96.0,1,center_walkway,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.555471,44.43,17.428571,-21.857143,0.0,6260.285714,97.0,5,train
96.0,2,right_sidewalk,10.0,10.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.76026,53.508,1.4,26.8,0.0,15175.2,97.0,9,train
97.0,0,left_sidewalk,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.71594,66.3,-27.9,9.2,0.0,12291.8,98.0,5,train
97.0,1,center_walkway,5.0,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7996,58.046,-0.6,4.8,0.0,8284.8,98.0,5,train
97.0,2,right_sidewalk,9.0,9.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.751678,65.643333,-4.611111,27.555556,0.0,17274.555556,98.0,10,train
98.0,0,left_sidewalk,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.60716,51.038,-8.4,3.6,0.0,9603.8,99.0,4,train
98.0,1,center_walkway,5.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.81976,50.414,-4.6,-2.6,0.0,8376.6,99.0,5,train
98.0,2,right_sidewalk,10.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.80419,58.655,-11.95,6.4,0.0,14909.5,99.0,11,train
99.0,0,left_sidewalk,4.0,3.0,5.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.653975,29.425,12.0,9.75,0.0,9007.25,100.0,4,train
99.0,1,center_walkway,5.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73046,51.16,-0.1,-1.2,0.0,8494.8,100.0,5,train
99.0,2,right_sidewalk,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.696473,42.206364,-15.318182,1.636364,0.0,13135.0,100.0,7,train
100.0,0,left_sidewalk,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582825,36.6175,0.5,-1.5,0.0,9404.75,101.0,4,train
100.0,1,center_walkway,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82722,54.386,-0.5,3.6,0.0,8594.4,101.0,6,train
100.0,2,right_sidewalk,7.0,7.0,11.0,-4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.810657,69.411429,-19.285714,21.714286,0.0,16402.714286,101.0,8,train
101.0,0,left_sidewalk,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.66355,36.7475,-3.625,3.25,0.0,9345.25,102.0,3,train
101.0,1,center_walkway,6.0,8.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.637117,43.721667,-5.25,-5.166667,0.0,8168.166667,102.0,8,train
