sample_second,track_id,zone_id,foot_x_px,foot_y_px,ground_x_m,ground_y_m,velocity_x_m_s,velocity_y_m_s,speed_m_s,pixel_projected_zone_1s,ground_projected_zone_1s,confidence,tracking_state
62.0,220,5,1712.5,926.0,23.254072,8.150697,-1.993167,-0.82084,2.155572,5,5,0.917,detected
62.0,222,0,1112.5,173.0,51.78621,27.498573,2.810716,0.168916,2.815787,0,0,0.5644,detected
62.0,231,0,870.5,269.0,42.327024,28.179964,-0.329462,-1.255782,1.298281,0,0,0.7735,detected
62.0,233,5,1467.0,1080.0,19.549949,9.406393,-0.69221,0.218413,0.72585,5,5,0.9216,detected
62.0,235,0,967.0,131.0,54.700037,32.559493,4.859594,1.176581,5.0,0,0,0.1874,detected
62.0,241,2,1721.5,295.0,46.743054,13.217507,1.665113,1.125314,2.00971,2,2,0.7102,detected
62.0,243,1,1305.5,208.0,50.344739,22.486883,3.29542,0.251153,3.304977,1,1,0.7688,detected
62.0,245,0,671.5,246.0,42.503298,32.756304,2.358019,0.39538,2.390937,0,0,0.5685,detected
62.0,249,1,1046.5,296.0,41.827628,24.283638,-2.461369,-0.032088,2.461578,1,1,0.8817,detected
62.0,251,5,1902.5,1062.0,21.654463,6.386235,0.290405,0.032795,0.292251,5,5,0.2353,detected
62.0,255,2,1856.5,334.0,44.865835,10.702048,3.89216,1.068693,4.036212,2,2,0.4081,detected
62.0,258,1,1498.5,259.0,47.8403,17.620695,-2.732178,-0.025318,2.732295,1,1,0.8675,detected
62.0,265,4,794.0,689.0,24.601707,19.232843,1.888796,1.343292,2.317754,4,4,0.9045,detected
62.0,274,2,1793.0,303.0,46.57039,12.000421,1.764995,0.896353,1.97956,2,2,0.5919,detected
62.0,282,3,61.5,601.0,23.150346,29.36851,3.529572,3.541486,5.0,3,3,0.7921,detected
62.0,283,4,185.5,894.0,17.531987,22.1218,1.956582,0.179663,1.964813,4,4,0.6847,detected
62.0,284,3,149.5,667.0,21.885915,26.75844,3.976757,2.138672,4.515364,3,3,0.8874,detected
62.2,105,3,141.0,418.0,29.640336,34.286135,0.0,0.0,0.0,3,3,0.2607,detected
62.2,121,0,614.0,316.0,37.702561,30.811963,-3.03302,-0.202627,3.039781,3,3,0.4833,detected
62.2,122,5,1157.5,1080.0,18.410896,11.850141,-0.381036,0.83555,0.918331,5,5,0.8613,detected
62.2,157,0,1225.5,95.0,61.309403,28.708387,2.153403,0.019519,2.153492,0,0,0.3182,detected
62.2,167,0,1022.5,161.0,52.145812,29.852066,2.182,0.132575,2.186023,0,0,0.4674,detected
62.2,176,2,1816.0,542.0,34.465784,9.306024,2.552461,0.474322,2.596159,2,2,0.4721,detected
62.2,188,0,1070.5,161.0,52.560055,28.871328,2.167338,0.18184,2.174953,0,0,0.5067,detected
62.2,199,2,1614.5,251.0,49.289952,15.76644,2.577314,1.449932,2.95717,1,1,0.6683,detected
62.2,200,5,1298.0,1080.0,18.921302,10.732773,-0.376071,0.804728,0.888266,5,5,0.8152,detected
62.2,208,2,1664.0,248.0,49.843131,14.96732,1.384549,0.958818,1.684134,2,2,0.5781,detected
62.2,211,5,1661.0,723.0,27.768932,9.695217,-3.79257,-0.635273,3.845407,5,5,0.9226,detected
62.2,217,0,1192.5,174.0,52.39886,25.870609,1.967308,-0.031973,1.967568,0,0,0.6591,detected
62.2,220,5,1719.5,937.0,23.068355,8.049281,-1.704004,-0.752605,1.862805,5,5,0.9235,detected
62.2,222,0,1121.5,172.0,51.958366,27.361673,0.314473,-0.981252,1.030412,0,0,0.5993,detected
62.2,231,0,878.0,267.0,42.513578,28.123631,0.788931,-0.549751,0.961582,0,0,0.8,detected
62.2,233,5,1458.5,1080.0,19.517594,9.472152,-0.313021,0.340859,0.462782,5,5,0.9185,detected
62.2,235,0,983.0,112.0,56.937131,33.281831,4.759595,1.531748,5.0,0,0,0.1874,predicted
62.2,241,2,1711.5,292.0,46.893322,13.422439,1.41324,1.101525,1.791817,2,2,0.789,detected
62.2,243,1,1316.0,199.0,51.217247,22.57787,3.62597,0.340895,3.641959,1,1,0.6807,detected
62.2,245,0,683.5,242.0,42.869369,32.714625,2.341815,0.298003,2.360699,0,0,0.5663,detected
62.2,249,1,1035.0,299.0,41.557466,24.381314,-2.440827,-0.027348,2.44098,1,1,0.8418,detected
62.2,251,5,1903.0,1056.0,21.754509,6.395428,0.231324,0.022247,0.232391,5,5,0.1883,detected
62.2,255,2,1852.0,335.0,44.785293,10.752852,2.818442,0.865024,2.948199,2,2,0.4469,detected
62.2,258,1,1491.5,265.0,47.340698,17.608453,-2.588715,-0.046002,2.589124,1,1,0.841,detected
62.2,264,0,831.0,225.0,45.171644,30.690609,0.0,0.0,0.0,0,0,0.3013,detected
62.2,265,4,790.0,677.0,24.893088,19.461996,1.843389,1.361406,2.291617,4,4,0.9131,detected
62.2,274,2,1785.5,298.0,46.87109,12.182132,1.968892,0.969361,2.194584,2,2,0.7676,detected
62.2,282,3,88.0,592.0,23.521536,29.315332,3.813169,3.234152,5.0,3,3,0.8113,detected
62.2,283,4,217.5,866.0,18.120794,22.265237,2.299144,0.263707,2.314218,4,4,0.8702,detected
62.2,284,3,178.0,644.0,22.5893,26.980275,3.861798,1.881298,4.295668,3,3,0.8746,detected
62.4,17,3,51.5,436.0,28.371735,34.771786,0.0,0.0,0.0,3,3,0.2056,detected
62.4,105,3,140.5,417.0,29.677848,34.331652,0.037512,0.045517,0.058983,3,3,0.2004,detected
62.4,121,3,598.5,327.0,36.986248,30.648603,-2.883409,-0.156843,2.887672,3,3,0.7116,detected
62.4,122,5,1133.0,1080.0,18.32195,12.045212,-0.393661,0.863678,0.949162,5,5,0.4874,detected
62.4,157,0,1229.0,92.0,61.724286,28.78144,2.047003,-0.006141,2.047012,0,0,0.1804,detected
62.4,167,0,1032.5,158.0,52.521608,29.789089,2.223035,0.091858,2.224932,0,0,0.2901,detected
62.4,176,2,1815.5,532.0,34.857202,9.386154,2.521157,0.498012,2.569873,2,2,0.4051,detected
62.4,188,0,1078.5,159.0,52.824263,28.799301,2.09767,0.126545,2.101483,0,0,0.3351,detected
62.4,199,2,1606.5,250.0,49.31312,15.92592,2.390322,1.361011,2.750634,1,1,0.6286,detected
62.4,200,5,1276.0,1080.0,18.841068,10.907353,-0.387454,0.834118,0.919713,5,5,0.4163,detected
62.4,208,2,1656.5,247.0,49.874643,15.115869,1.386115,0.966106,1.689579,1,2,0.5595,detected
62.4,211,5,1658.0,748.0,27.082406,9.563766,-3.76317,-0.624604,3.814653,5,5,0.9144,detected
62.4,217,0,1198.0,170.0,52.827179,25.91971,2.331074,0.161271,2.336646,0,0,0.6723,detected
62.4,220,5,1725.0,943.0,22.975889,7.981697,-1.325733,-0.635209,1.470054,5,5,0.9269,detected
62.4,222,0,1132.0,167.0,52.524042,27.363279,0.039031,-1.143135,1.143801,0,0,0.474,detected
62.4,231,0,884.0,262.0,42.894055,28.206732,1.230379,-0.216668,1.249311,0,0,0.8189,detected
62.4,233,5,1448.0,1080.0,19.477759,9.553568,-0.227962,0.388157,0.450147,5,5,0.9057,detected
62.4,241,2,1705.5,287.0,47.206987,13.597549,1.317241,1.042976,1.680156,2,2,0.5857,detected
62.4,243,1,1327.0,194.0,51.758304,22.53032,3.368565,0.218937,3.375672,1,1,0.7556,detected
62.4,245,0,696.0,239.0,43.171386,32.616691,2.197454,0.080495,2.198928,0,0,0.5207,detected
62.4,249,1,1023.0,307.0,40.979613,24.335231,-2.44518,-0.07285,2.446265,1,1,0.8056,detected
62.4,251,5,1903.0,1057.0,21.738149,6.393368,0.244729,0.02724,0.246241,5,5,0.2179,detected
62.4,255,2,1845.0,336.0,44.693774,10.83839,2.163235,0.777557,2.298734,2,2,0.4357,detected
62.4,258,1,1482.5,272.0,46.761646,17.608778,-2.710222,-0.06447,2.710989,1,1,0.8512,detected
62.4,264,0,822.0,227.0,44.954735,30.772476,-1.084542,0.409337,1.159218,0,0,0.1862,detected
62.4,265,4,787.0,657.0,25.41124,19.814515,1.943401,1.395786,2.392703,4,4,0.9041,detected
62.4,274,2,1777.5,291.0,47.31116,12.403028,1.929275,1.021375,2.182959,2,2,0.7168,detected
62.4,276,0,990.5,93.0,59.262035,34.257564,0.0,0.0,0.0,0,0,0.1978,detected
62.4,281,0,820.5,240.0,43.984281,30.237427,0.0,0.0,0.0,0,0,0.1632,detected
62.4,282,3,112.5,580.0,23.977641,29.363029,2.645193,1.349982,2.969764,3,3,0.7938,detected
62.4,283,4,256.0,844.0,18.662849,22.254162,2.485165,0.212733,2.494254,4,4,0.8943,detected
62.4,284,3,204.5,640.0,22.821813,26.775966,3.321952,1.300729,3.567528,3,3,0.8427,detected
62.6,17,3,53.0,436.0,28.380866,34.752921,0.04566,-0.094328,0.104798,3,3,0.3106,detected
62.6,121,3,579.5,333.0,36.534749,30.737929,-2.750925,0.009633,2.750942,3,3,0.6128,detected
62.6,122,5,1105.5,1080.0,18.221953,12.264126,-0.411992,0.903593,0.993085,5,5,0.3912,detected
62.6,157,0,1234.0,88.0,62.288244,28.872359,2.076837,-0.004089,2.076841,0,0,0.1879,detected
62.6,167,0,1038.0,156.0,52.764374,29.770905,2.048488,0.019869,2.048585,0,0,0.2802,detected
62.6,176,2,1817.5,515.0,35.555295,9.493769,2.603039,0.524957,2.655446,2,2,0.2131,detected
62.6,188,0,1088.5,156.0,53.206663,28.731528,1.405874,-0.302924,1.438139,0,0,0.3351,predicted
62.6,199,1,1597.5,251.0,49.173817,16.062655,1.890271,1.226914,2.25354,1,1,0.6446,detected
62.6,200,5,1250.0,1100.0,18.445029,10.992878,-0.711271,0.766176,1.045434,5,5,0.4163,predicted
62.6,208,2,1650.0,245.0,49.990631,15.267185,1.243829,0.93958,1.558821,1,1,0.3235,detected
62.6,211,5,1653.0,765.0,26.618362,9.506351,-3.543893,-0.534688,3.584002,5,5,0.9163,detected
62.6,217,0,1206.5,165.0,53.385619,25.949336,2.371033,0.163636,2.376673,0,0,0.565,detected
62.6,220,5,1731.0,945.0,22.963477,7.926688,-1.127361,-0.543074,1.251348,5,5,0.7141,detected
62.6,222,0,1140.0,165.0,52.786929,27.287397,0.974526,-0.66554,1.180104,0,0,0.4839,detected
62.6,231,0,891.5,255.0,43.429763,28.341284,1.693136,0.100427,1.696112,0,0,0.6925,detected
62.6,233,5,1439.0,1080.0,19.443728,9.623507,-0.207896,0.385874,0.438314,5,5,0.8961,detected
62.6,235,0,992.5,133.0,54.710446,31.895869,3.156661,0.30337,3.171206,0,0,0.3624,detected
62.6,241,2,1696.0,284.0,47.363006,13.79931,1.245634,1.080396,1.648897,2,2,0.635,detected
62.6,243,1,1337.5,189.0,52.303449,22.491576,3.354869,0.159969,3.35868,1,1,0.5119,detected
62.6,245,0,707.0,232.0,43.756717,32.734245,2.089032,-0.036764,2.089355,0,0,0.5216,detected
62.6,249,1,1011.0,313.0,40.533845,24.349736,-2.329314,-0.057892,2.330033,1,1,0.8686,detected
62.6,251,5,1903.5,1059.0,21.707758,6.386163,0.246259,0.023997,0.247425,5,5,0.1576,detected
62.6,255,2,1836.5,334.0,44.779413,10.979947,0.489677,0.491201,0.693586,2,2,0.4785,detected
62.6,258,1,1474.5,275.0,46.485321,17.679623,-2.613321,-0.035231,2.613558,1,1,0.8834,detected
62.6,264,0,810.0,235.0,44.273047,30.647496,-2.246492,-0.107782,2.249076,0,0,0.1862,predicted
62.6,265,4,785.5,646.0,25.704949,20.012197,1.886328,1.35944,2.325147,4,4,0.9038,detected
62.6,274,2,1762.5,286.0,47.584511,12.708691,1.851136,1.150551,2.179558,2,2,0.699,detected
62.6,282,3,141.0,565.0,24.556744,29.445499,2.429272,0.705189,2.529556,3,3,0.7686,detected
62.6,283,4,290.5,831.0,19.046447,22.132935,2.519703,0.147503,2.524016,4,4,0.874,detected
62.6,284,3,235.0,631.0,23.209367,26.639701,2.85354,0.49447,2.896065,3,3,0.8531,detected
62.8,17,3,52.5,436.0,28.377822,34.759212,0.015219,-0.031436,0.034926,3,3,0.2874,detected
62.8,121,3,556.5,343.0,35.852391,30.741011,-2.821556,-0.015951,2.821601,3,3,0.7744,detected
62.8,122,5,1075.5,1099.0,17.831111,12.369117,-0.723044,0.833476,1.103392,5,5,0.3912,predicted
62.8,157,0,1227.0,123.0,57.984033,27.322161,-2.552467,-1.474343,2.947673,0,1,0.4447,detected
62.8,167,0,1045.0,150.0,53.419983,29.913797,2.272635,0.128365,2.276257,0,0,0.3639,detected
62.8,176,2,1832.5,508.0,35.91939,9.37661,2.520625,0.347802,2.544507,2,2,0.1895,detected
62.8,188,0,1093.0,153.0,53.544296,28.77663,1.022278,-0.457108,1.119821,0,0,0.48,detected
62.8,199,1,1587.0,252.0,49.023472,16.225448,1.576984,1.202327,1.983045,1,1,0.7566,detected
62.8,208,2,1644.5,232.0,50.997972,15.62214,2.068364,1.123881,2.353983,1,1,0.4136,detected
62.8,211,5,1647.0,784.0,26.113085,9.448082,-3.06563,-0.433289,3.096099,5,5,0.9006,detected
62.8,217,0,1214.5,161.0,53.850307,25.94908,2.404091,0.164646,2.409723,0,0,0.6219,detected
62.8,220,5,1735.0,938.0,23.116561,7.922684,-0.577559,-0.371982,0.686983,5,5,0.5164,detected
62.8,222,0,1147.0,161.0,53.237622,27.316624,1.445022,-0.423631,1.505839,0,0,0.3735,detected
62.8,231,0,898.5,252.0,43.690132,28.332089,1.763603,0.164506,1.771259,0,0,0.8654,detected
62.8,233,5,1428.5,1080.0,19.404151,9.705272,-0.18399,0.376064,0.41866,5,5,0.8046,detected
62.8,235,0,986.5,147.0,53.214009,31.290682,-0.45063,-1.017528,1.112849,0,0,0.3762,detected
62.8,241,2,1687.5,282.0,47.454604,13.970352,0.907344,1.032781,1.37474,2,2,0.7197,detected
62.8,243,1,1346.5,183.0,52.936901,22.514564,3.084855,0.036822,3.085075,1,1,0.5516,detected
62.8,245,0,718.0,228.0,44.130457,32.711734,2.033948,-0.055712,2.034711,0,0,0.5685,detected
62.8,249,1,1003.5,320.0,40.067767,24.26273,-2.274212,-0.078101,2.275553,1,1,0.9135,detected
62.8,251,5,1903.0,1068.0,21.5598,6.371036,0.050384,0.002919,0.050469,5,5,0.236,detected
62.8,255,2,1828.5,335.0,44.681991,11.080464,-0.139181,0.444702,0.465974,2,2,0.5008,detected
62.8,258,1,1466.5,282.0,45.929261,17.662473,-2.415,0.020469,2.415086,1,1,0.8814,detected
62.8,264,0,797.5,226.0,44.852108,31.281699,-0.532559,0.98515,1.119884,0,0,0.2846,detected
62.8,265,4,782.0,635.0,25.994239,20.236443,1.863317,1.378498,2.317802,4,4,0.9171,detected
62.8,274,2,1750.5,279.0,48.018331,13.003574,1.735287,1.211586,2.116403,2,2,0.8042,detected
62.8,281,0,816.0,222.0,45.290541,31.109575,3.265648,2.180371,3.926637,0,0,0.3841,detected
62.8,282,3,168.5,556.0,24.970351,29.368272,2.392238,0.328376,2.41467,3,3,0.8194,detected
62.8,283,4,316.5,807.0,19.617745,22.272815,2.510424,0.071472,2.511441,4,4,0.8898,detected
62.8,284,3,268.5,629.0,23.434912,26.298729,1.695649,-0.805706,1.877336,3,3,0.7234,detected
62.8,288,2,1834.0,443.0,38.837374,9.899283,0.0,0.0,0.0,2,2,0.1657,detected
62.8,289,5,1735.5,998.0,22.002462,7.696571,0.0,0.0,0.0,5,5,0.1662,detected
63.0,17,3,52.0,436.0,28.374778,34.765501,0.005072,-0.010476,0.01164,3,3,0.3331,detected
63.0,121,3,536.5,352.0,35.256341,30.732452,-2.950272,-0.089015,2.951615,3,3,0.8396,detected
63.0,157,0,1240.0,110.0,59.619843,27.642761,-1.130259,-0.999797,1.509,0,0,0.3415,detected
63.0,167,0,1052.5,147.0,53.788371,29.902597,2.195063,0.102542,2.197457,0,0,0.4073,detected
63.0,176,2,1839.5,498.0,36.375678,9.37417,2.466487,0.220686,2.47634,2,2,0.1895,predicted
63.0,188,0,1099.0,149.0,54.000103,28.837524,1.412913,-0.242904,1.43364,0,0,0.173,detected
63.0,199,1,1576.0,254.0,48.79213,16.376022,-0.011865,0.877085,0.877165,1,1,0.702,detected
63.0,208,2,1635.5,232.0,50.93991,15.782123,1.134838,0.945436,1.47706,1,1,0.4345,detected
63.0,211,5,1641.0,802.0,25.647225,9.397576,-2.624512,-0.349884,2.647732,5,5,0.9149,detected
63.0,217,0,1221.0,157.0,54.307617,25.979377,2.529401,0.205706,2.537752,0,0,0.6961,detected
63.0,220,5,1742.0,951.0,22.896473,7.81801,-0.357599,-0.332687,0.488424,5,5,0.5164,predicted
63.0,222,0,1153.0,156.0,53.784979,27.409984,1.998769,-0.088589,2.000731,0,0,0.4663,detected
63.0,231,0,906.0,247.0,44.099006,28.391807,1.771982,0.211843,1.7846,0,0,0.8218,detected
63.0,233,5,1415.5,1101.0,19.035345,9.701296,-0.514604,0.294903,0.593115,5,5,0.8046,predicted
63.0,241,2,1678.0,277.0,47.755251,14.210224,1.012197,0.992717,1.417755,2,2,0.6595,detected
63.0,243,1,1356.5,176.0,53.686844,22.55176,3.342105,0.064876,3.342734,1,1,0.5551,detected
63.0,245,0,730.5,222.0,44.670633,32.755638,2.167335,-0.000666,2.167335,0,0,0.5112,detected
63.0,249,1,996.0,327.0,39.610513,24.177404,-2.217115,-0.106234,2.219658,1,1,0.8907,detected
63.0,251,5,1903.5,1059.0,21.707758,6.386163,0.053294,-7.2e-05,0.053295,5,5,0.2086,detected
63.0,255,2,1821.5,376.0,42.245371,10.716022,-2.620465,0.013973,2.620502,2,2,0.446,detected
63.0,258,1,1459.5,290.0,45.322643,17.607531,-2.517657,-0.013164,2.517692,1,1,0.9029,detected
63.0,264,0,781.5,228.0,44.586256,31.495669,-0.731734,1.006326,1.244237,0,0,0.1725,detected
63.0,265,4,780.5,620.0,26.41538,20.512274,1.813673,1.279431,2.219539,4,4,0.9157,detected
63.0,274,2,1740.5,274.0,48.325723,13.241464,1.755333,1.241044,2.14974,2,2,0.8281,detected
63.0,276,0,967.0,168.0,51.017856,30.651495,-4.580942,-2.00374,5.0,0,0,0.2564,detected
63.0,281,0,805.0,219.0,45.440553,31.456688,2.427119,2.032102,3.165493,0,0,0.393,detected
63.0,282,3,191.0,539.0,25.615413,29.5779,2.465067,0.209391,2.473944,3,3,0.5826,detected
63.0,283,4,349.5,790.0,20.105463,22.228138,2.573476,0.106338,2.575672,4,4,0.8659,detected
63.0,284,3,301.0,615.0,23.983788,26.245727,2.097873,-0.512713,2.159617,3,3,0.8759,detected
63.2,17,3,52.0,436.0,28.374778,34.765501,0.003804,-0.007857,0.00873,3,3,0.3134,detected
63.2,105,3,141.5,418.0,29.643538,34.279283,0.0,0.0,0.0,3,3,0.2546,detected
63.2,121,3,516.0,359.0,34.769124,30.806243,-2.933437,-0.00572,2.933443,3,3,0.825,detected
63.2,167,0,1059.5,144.0,54.156391,29.901873,2.010579,0.049807,2.011196,0,0,0.2697,detected
63.2,176,2,1815.5,448.0,38.508328,10.082073,4.042544,0.776049,4.116359,2,2,0.6687,detected
63.2,188,0,1108.0,147.0,54.284668,28.743227,1.724614,-0.128101,1.729365,0,0,0.1608,detected
63.2,199,1,1566.5,247.0,49.265522,16.690456,-0.02443,0.924016,0.924339,1,1,0.7855,detected
63.2,208,2,1628.5,220.0,51.891901,16.16037,2.04877,1.19305,2.370829,1,1,0.5188,detected
63.2,211,5,1638.0,823.0,25.138175,9.303554,-2.630757,-0.391663,2.659752,5,5,0.9282,detected
63.2,217,0,1226.5,151.0,54.965947,26.113167,2.567087,0.242558,2.578521,0,0,0.6188,detected
63.2,220,5,1741.5,983.0,22.298024,7.704608,-0.770331,-0.344673,0.843925,5,5,0.616,detected
63.2,222,0,1161.0,152.0,54.259074,27.419935,2.300708,0.058263,2.301446,0,0,0.5852,detected
63.2,231,0,914.5,242.0,44.521462,28.434392,2.007884,0.310761,2.03179,0,0,0.7388,detected
63.2,241,2,1663.0,273.0,47.952995,14.527887,1.059674,1.105448,1.531315,2,2,0.6623,detected
63.2,243,1,1368.0,169.0,54.467212,22.559632,3.249965,-0.018238,3.250016,1,1,0.5739,detected
63.2,245,0,745.5,238.0,43.593818,31.72548,0.724449,-0.989145,1.226064,0,0,0.1967,detected
63.2,249,1,984.0,331.0,39.301001,24.250835,-2.256465,-0.130479,2.260235,1,1,0.9119,detected
63.2,251,5,1903.0,1064.0,21.624314,6.379087,-0.130194,-0.016341,0.131216,5,5,0.1912,detected
63.2,255,2,1832.5,365.0,42.919173,10.686561,-1.86612,-0.066291,1.867297,2,2,0.1957,detected
63.2,258,1,1452.5,296.0,44.863174,17.596168,-2.477524,-0.012285,2.477555,1,1,0.9072,detected
63.2,264,0,765.5,238.0,43.735987,31.349274,-1.435657,0.658665,1.579541,0,0,0.1994,detected
63.2,265,4,783.0,610.0,26.721098,20.66004,1.828009,1.198045,2.185619,4,4,0.8946,detected
63.2,274,2,1731.5,271.0,48.496029,13.434859,1.624939,1.252727,2.051768,2,2,0.7331,detected
63.2,276,0,959.0,161.0,51.611343,31.158812,-4.634303,-1.877027,5.0,0,0,0.4384,detected
63.2,281,0,792.0,218.0,45.42274,31.753299,1.798074,1.89484,2.612181,0,0,0.3091,detected
63.2,282,3,217.0,531.0,26.01427,29.483272,2.492734,0.167939,2.498385,3,3,0.5173,detected
63.2,283,4,378.5,765.0,20.759552,22.35934,2.638758,0.094103,2.640436,4,4,0.8988,detected
63.2,284,3,328.0,591.0,24.805321,26.496795,2.216021,-0.48348,2.26815,3,3,0.8647,detected
63.2,288,2,1838.5,420.0,39.990579,10.05398,2.883014,0.386742,2.908838,2,2,0.2949,detected
63.4,17,3,52.5,436.0,28.377822,34.759212,0.006087,-0.012574,0.01397,3,3,0.2986,detected
63.4,105,3,141.5,419.0,29.602911,34.240718,-0.203132,-0.192821,0.280076,3,3,0.2319,detected
63.4,121,3,499.0,368.0,34.214141,30.748991,-2.772107,0.100388,2.773924,3,3,0.8511,detected
63.4,167,0,1068.5,140.0,54.650439,29.908042,2.128831,0.118953,2.132152,0,0,0.292,detected
63.4,176,2,1798.5,428.0,39.394082,10.484751,4.53688,1.098597,4.667997,2,2,0.6702,detected
63.4,188,0,1115.0,142.0,54.863832,28.830565,2.039568,0.031265,2.039808,0,0,0.2864,detected
63.4,199,1,1556.5,240.0,49.744989,17.020539,0.431869,1.094619,1.176733,1,1,0.7956,detected
63.4,208,1,1621.5,218.0,52.015252,16.33112,2.140609,1.215251,2.461512,1,1,0.5857,detected
63.4,211,5,1639.0,846.0,24.618684,9.16556,-2.463721,-0.398206,2.495695,5,5,0.919,detected
63.4,217,0,1232.0,147.0,55.429715,26.165848,2.602536,0.246139,2.614149,0,0,0.5719,detected
63.4,220,5,1742.0,997.0,22.048391,7.651875,-0.927498,-0.329823,0.984396,5,5,0.4626,detected
63.4,222,0,1169.5,147.0,54.847367,27.463731,2.323326,0.100452,2.325496,0,0,0.5524,detected
63.4,231,0,923.0,238.0,44.876692,28.438033,1.982637,0.231301,1.996083,0,0,0.7028,detected
63.4,241,2,1652.0,268.0,48.25053,14.801263,1.043543,1.203714,1.593082,1,2,0.7192,detected
63.4,243,1,1377.0,164.0,55.042368,22.549371,3.284064,0.019051,3.284119,1,1,0.5833,detected
63.4,245,0,752.5,196.0,46.890901,33.608303,3.719515,0.991612,3.849427,0,0,0.1953,detected
63.4,249,1,971.5,340.0,38.713389,24.187799,-2.266224,-0.147432,2.271015,1,1,0.8736,detected
63.4,251,5,1903.0,1072.0,21.495671,6.363063,-0.242478,-0.030305,0.244365,5,5,0.2071,detected
63.4,255,2,1841.5,354.0,43.598184,10.68466,-1.09559,-0.15373,1.106323,2,2,0.178,detected
63.4,258,1,1444.5,304.0,44.271853,17.559495,-2.489792,-0.049283,2.49028,1,1,0.8971,detected
63.4,264,0,747.0,252.0,42.614837,31.080583,-2.339899,0.308107,2.360097,0,0,0.2521,detected
63.4,265,4,782.0,594.0,27.195671,20.961057,1.78443,1.146541,2.121025,4,4,0.8988,detected
63.4,274,2,1721.5,265.0,48.883691,13.696628,1.572531,1.2936,2.036235,2,2,0.757,detected
63.4,276,0,949.5,164.0,51.248464,31.205838,-4.672645,-1.779435,5.0,0,0,0.171,detected
63.4,281,0,779.5,219.0,45.254489,31.948171,1.270207,1.710744,2.130744,0,0,0.2707,detected
63.4,282,3,241.0,525.0,26.344452,29.351418,2.366811,-0.01161,2.366839,3,3,0.7274,detected
63.4,283,4,412.0,746.0,21.332743,22.342212,2.669893,0.088051,2.671345,4,4,0.9151,detected
63.4,284,3,351.5,583.0,25.168137,26.404114,2.346324,-0.371851,2.375607,3,3,0.8521,detected
63.4,288,2,1841.0,413.0,40.35841,10.088511,2.535061,0.31538,2.554604,2,2,0.4263,detected
63.4,289,5,1739.5,942.0,23.058589,7.871819,1.760212,0.292081,1.78428,5,5,0.3625,detected
63.6,17,3,52.0,436.0,28.374778,34.765501,-0.006088,0.01258,0.013976,3,3,0.3253,detected
63.6,105,3,141.5,419.0,29.602911,34.240718,-0.101566,-0.096411,0.140038,3,3,0.2016,detected
63.6,121,3,475.5,375.0,33.723936,30.868825,-2.810813,0.130896,2.813859,3,3,0.8609,detected
63.6,167,0,1074.5,138.0,54.913764,29.879312,2.14939,0.108407,2.152122,0,0,0.4662,detected
63.6,176,2,1785.0,424.0,39.524776,10.698449,3.969481,1.204679,4.148257,2,2,0.8123,detected
63.6,188,0,1121.0,140.0,55.127813,28.798435,1.92115,0.066907,1.922315,0,0,0.4296,detected
63.6,199,1,1544.5,236.0,49.976722,17.325322,0.802906,1.262668,1.496324,1,1,0.7965,detected
63.6,208,1,1613.5,220.0,51.791664,16.433207,1.801033,1.166022,2.145537,1,1,0.5381,detected
63.6,211,5,1638.0,860.0,24.304738,9.098591,-2.313624,-0.40776,2.349281,5,5,0.9158,detected
63.6,217,0,1241.0,145.0,55.722856,26.062215,2.337238,0.112878,2.339962,0,0,0.6362,detected
63.6,220,5,1745.0,1018.0,21.693584,7.559183,-1.269893,-0.367504,1.322001,5,5,0.4626,predicted
63.6,222,0,1177.5,144.0,55.232369,27.429799,2.445439,0.142402,2.449582,0,0,0.5896,detected
63.6,231,0,929.5,233.0,45.296173,28.518513,1.86641,0.177229,1.874805,0,0,0.55,detected
63.6,241,2,1642.0,263.0,48.558242,15.062153,1.195236,1.262843,1.738781,1,1,0.5469,detected
63.6,243,1,1385.5,157.0,55.825676,22.618517,3.522227,0.126941,3.524514,1,1,0.5131,detected
63.6,249,1,958.5,346.0,38.298569,24.218834,-2.235276,-0.130902,2.239106,1,4,0.8699,detected
63.6,251,5,1903.0,1074.0,21.463749,6.359107,-0.244008,-0.027056,0.245504,5,5,0.2071,predicted
63.6,255,2,1846.5,346.0,44.094671,10.704903,-0.684743,-0.275044,0.737917,2,2,0.4013,detected
63.6,258,1,1435.0,309.0,43.875375,17.610316,-2.609946,-0.069308,2.610866,1,1,0.9054,detected
63.6,264,0,727.0,260.0,41.929209,31.104178,-2.343837,0.456682,2.387914,0,0,0.2521,predicted
63.6,265,4,786.5,584.0,27.527119,21.093104,1.82217,1.080906,2.118646,4,4,0.8944,detected
63.6,274,2,1708.5,261.0,49.11031,13.979276,1.525799,1.270585,1.98556,2,2,0.8117,detected
63.6,281,0,766.0,219.0,45.156353,32.209428,-0.167735,1.374816,1.38501,0,0,0.3808,detected
63.6,282,3,261.5,510.0,26.960751,29.527284,2.404007,0.081785,2.405398,3,3,0.5927,detected
63.6,283,4,442.0,735.0,21.726414,22.219706,2.679967,0.086771,2.681372,4,4,0.9272,detected
63.6,284,3,376.0,574.0,25.572527,26.321216,2.36316,-0.318485,2.384525,3,3,0.8203,detected
63.8,17,3,52.0,436.0,28.374778,34.765501,-0.003044,0.006289,0.006987,3,3,0.3436,detected
