sample_second,zone_id,zone,current_count,pixel_projected_count,ground_projected_count,previous_count,count_delta,inflow,outflow,projected_inflow,projected_outflow,new_entries,disappeared,mean_confidence,mean_ground_speed_m_s,mean_ground_velocity_x_m_s,mean_ground_velocity_y_m_s,predicted_ratio,mean_bbox_area_ratio,target_second,target_next_count,data_split
73.4,3,near_left,8.0,9.0,10.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.674338,2.061284,0.929224,-0.116394,0.0,0.007494,74.4,10,train
73.4,4,near_center,4.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8719,2.084587,-0.104945,-0.031131,0.0,0.012947,74.4,3,train
73.4,5,near_right,3.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6585,1.43219,-1.423805,-0.08375,0.0,0.010869,74.4,3,train
73.6,0,far_left,7.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5329,2.043448,0.302764,0.111042,0.142857,0.003139,74.6,5,train
73.6,1,far_center,3.0,3.0,3.0,5.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.777633,2.47112,-1.121712,0.21376,0.0,0.00302,74.6,4,train
73.6,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,0,train
73.6,3,near_left,9.0,10.0,11.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.660311,1.840055,0.685942,-0.057745,0.0,0.006796,74.6,9,train
73.6,4,near_center,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656125,2.08293,0.085608,0.057752,0.0,0.011868,74.6,3,train
73.6,5,near_right,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6523,1.274988,-1.261376,-0.051458,0.0,0.010016,74.6,3,train
73.8,0,far_left,6.0,6.0,5.0,7.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.56915,2.21429,0.319131,0.192398,0.166667,0.003195,74.8,5,train
73.8,1,far_center,4.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5979,2.174461,-0.574624,0.309858,0.0,0.002989,74.8,4,train
73.8,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,0,train
73.8,3,near_left,11.0,10.0,12.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.594145,1.989181,0.114037,-0.134155,0.090909,0.006298,74.8,9,train
73.8,4,near_center,3.0,4.0,3.0,4.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.807333,2.373218,0.61369,0.119014,0.0,0.01384,74.8,3,train
73.8,5,near_right,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662533,1.224735,-1.204983,-0.045612,0.333333,0.009498,74.8,3,train
74.0,0,far_left,6.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.5557,1.974134,1.566846,0.393779,0.0,0.003442,75.0,3,train
74.0,1,far_center,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551575,2.178995,-0.550107,0.316562,0.25,0.00306,75.0,4,train
74.0,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,train
74.0,3,near_left,9.0,10.0,10.0,11.0,-2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.593289,2.066142,0.560019,-0.177836,0.0,0.0063,75.0,9,train
74.0,4,near_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9134,2.333435,0.715782,0.163419,0.0,0.01426,75.0,3,train
74.0,5,near_right,2.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9201,1.549085,-1.479742,0.018576,0.0,0.012386,75.0,3,train
74.2,0,far_left,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549367,2.56944,1.913335,0.854855,0.0,0.003178,75.2,4,train
74.2,1,far_center,5.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41268,1.773288,-0.307068,0.146334,0.0,0.002491,75.2,3,train
74.2,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2,0,train
74.2,3,near_left,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626711,2.03228,0.613977,-0.173987,0.0,0.006127,75.2,10,train
74.2,4,near_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9049,2.334285,0.751503,0.16446,0.0,0.014442,75.2,3,train
74.2,5,near_right,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.670833,0.966329,-0.890749,0.013569,0.0,0.009216,75.2,3,train
74.4,0,far_left,5.0,5.0,3.0,6.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.65934,3.285083,1.519331,0.301138,0.0,0.003324,75.4,4,train
74.4,1,far_center,4.0,4.0,5.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5326,1.888357,-0.84748,0.123954,0.0,0.002736,75.4,3,train
74.4,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,0,train
74.4,3,near_left,10.0,10.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.53148,1.761943,0.804937,0.174892,0.1,0.005764,75.4,9,train
74.4,4,near_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.766367,1.51712,-0.000966,0.190554,0.0,0.013733,75.4,3,train
74.4,5,near_right,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671267,0.977079,-0.84522,0.002133,0.0,0.008933,75.4,3,train
74.6,0,far_left,5.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.65502,3.241409,1.757377,0.382897,0.0,0.00329,75.6,6,train
74.6,1,far_center,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5268,1.882326,-0.953568,0.070262,0.0,0.002729,75.6,3,train
74.6,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,0,train
74.6,3,near_left,9.0,9.0,9.0,10.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.590322,1.82018,0.95947,0.197889,0.0,0.005909,75.6,8,train
74.6,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729133,2.33103,0.793332,0.118492,0.0,0.01368,75.6,3,train
74.6,5,near_right,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6884,1.036545,-0.723482,0.006306,0.0,0.008165,75.6,2,train
74.8,0,far_left,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.60144,2.737987,2.171389,0.583258,0.2,0.003225,75.8,6,train
74.8,1,far_center,4.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.56145,1.938623,-0.60441,0.285059,0.0,0.002793,75.8,3,train
74.8,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,0,train
74.8,3,near_left,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.679689,1.848234,0.850783,0.118159,0.0,0.005952,75.8,8,train
74.8,4,near_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9119,2.444043,0.885547,0.245779,0.0,0.012953,75.8,3,train
74.8,5,near_right,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685467,1.143294,-0.72623,0.001452,0.0,0.007655,75.8,2,train
75.0,0,far_left,3.0,4.0,4.0,5.0,-2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.772033,2.88463,2.822327,0.356697,0.0,0.003616,76.0,6,train
75.0,1,far_center,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574225,1.889969,-0.573924,0.275516,0.25,0.002811,76.0,3,train
75.0,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0,train
75.0,3,near_left,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.629422,2.067276,0.683703,0.006133,0.0,0.005838,76.0,7,train
75.0,4,near_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.926633,1.478114,-0.056822,0.248838,0.0,0.013495,76.0,3,train
75.0,5,near_right,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622833,1.173398,-0.613755,0.015596,0.0,0.007241,76.0,2,train
75.2,0,far_left,4.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.61195,2.91251,2.86327,0.351298,0.25,0.003371,76.2,7,train
75.2,1,far_center,3.0,3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.632767,2.181551,-1.180269,-0.018279,0.0,0.003389,76.2,3,train
75.2,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,0,train
75.2,3,near_left,10.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6149,2.064268,0.428889,0.002581,0.0,0.005487,76.2,7,train
75.2,4,near_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918667,2.493375,0.906872,0.511128,0.0,0.014055,76.2,3,train
75.2,5,near_right,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434733,1.12818,-0.62821,0.00508,0.0,0.006256,76.2,2,train
75.4,0,far_left,4.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.66235,2.897964,2.852573,0.375126,0.0,0.003087,76.4,7,train
75.4,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653733,2.328797,-1.022765,0.036973,0.0,0.003459,76.4,3,train
75.4,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,0,train
75.4,3,near_left,9.0,8.0,8.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.638078,2.094557,0.612383,-0.06401,0.0,0.00594,76.4,7,train
75.4,4,near_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920333,2.402835,0.915835,0.499742,0.0,0.013456,76.4,3,train
75.4,5,near_right,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082,0.935847,-0.552424,0.01475,0.333333,0.005793,76.4,2,train
75.6,0,far_left,6.0,8.0,8.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.603317,2.661136,2.516889,0.51889,0.0,0.003009,76.6,7,train
75.6,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693633,2.387556,-0.871851,0.061266,0.0,0.003438,76.6,2,train
75.6,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,0,train
75.6,3,near_left,8.0,6.0,7.0,9.0,-1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.640662,1.99877,0.523828,-0.099881,0.0,0.006,76.6,6,train
75.6,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921967,2.280618,0.849173,0.434248,0.0,0.013419,76.6,3,train
75.6,5,near_right,2.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43335,0.817613,-0.591478,-0.172088,0.0,0.007163,76.6,1,train
75.8,0,far_left,6.0,8.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.55205,2.66832,2.468849,0.567346,0.166667,0.002948,76.8,7,train
75.8,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651367,2.532313,-0.979327,-0.001488,0.0,0.003459,76.8,2,train
75.8,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8,0,train
75.8,3,near_left,8.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.629525,2.342229,0.46115,-0.045031,0.0,0.005946,76.8,7,train
75.8,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920233,2.355107,0.908197,0.402148,0.0,0.01299,76.8,2,train
75.8,5,near_right,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5845,0.666167,-0.597057,-0.150833,0.0,0.007301,76.8,1,train
76.0,0,far_left,6.0,7.0,7.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.63395,3.109846,3.030236,0.578273,0.166667,0.003432,77.0,7,train
76.0,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7205,2.571824,-0.92212,0.009823,0.0,0.003543,77.0,2,train
76.0,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0,train
76.0,3,near_left,7.0,6.0,7.0,8.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7149,1.677823,0.407244,0.053571,0.0,0.005956,77.0,6,train
76.0,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897967,2.221627,0.923928,0.382669,0.0,0.012502,77.0,2,train
76.0,5,near_right,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41785,0.590468,-0.570309,-0.1481,0.5,0.007169,77.0,0,train
76.2,0,far_left,7.0,8.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.615014,2.481733,2.334797,0.686918,0.0,0.002949,77.2,8,train
76.2,1,far_center,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702067,2.439324,-1.180975,0.058786,0.0,0.003668,77.2,2,train
76.2,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,0,train
76.2,3,near_left,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.665229,1.83548,0.564265,0.177482,0.0,0.005679,77.2,7,train
76.2,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800467,2.054064,0.929157,0.394392,0.0,0.012738,77.2,2,train
76.2,5,near_right,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2269,1.055015,-1.042697,-0.157425,0.0,0.005153,77.2,0,train
76.4,0,far_left,7.0,9.0,9.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.573329,2.943574,2.798031,0.709594,0.142857,0.002771,77.4,8,train
76.4,1,far_center,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.699667,2.254724,-1.217853,0.085117,0.333333,0.003777,77.4,2,train
76.4,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,0,train
76.4,3,near_left,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.690214,1.679341,0.438956,0.0674,0.0,0.005799,77.4,7,train
76.4,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923267,2.026536,1.027385,0.447264,0.0,0.012016,77.4,2,train
76.4,5,near_right,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23905,1.48206,-1.468424,-0.200558,0.5,0.005236,77.4,0,train
76.6,0,far_left,7.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.717971,2.999538,2.931243,0.534365,0.0,0.00337,77.6,6,train
76.6,1,far_center,2.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8621,2.63095,-2.626495,-0.131625,0.0,0.005436,77.6,2,train
76.6,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,0,train
76.6,3,near_left,6.0,6.0,7.0,7.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.693667,1.616026,0.072986,-0.01373,0.0,0.006063,77.6,6,train
76.6,4,near_center,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821,1.992266,1.179259,0.553172,0.0,0.009538,77.6,2,train
76.6,5,near_right,1.0,1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2694,0.38783,-0.385907,-0.03857,0.0,0.003151,77.6,0,train
76.8,0,far_left,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.619243,2.642347,2.574592,0.501763,0.0,0.003137,77.8,6,train
76.8,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84715,2.677503,-2.666983,-0.200499,0.0,0.005496,77.8,2,train
76.8,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,1,train
76.8,3,near_left,7.0,6.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.732929,1.656821,-0.118465,0.115172,0.142857,0.006553,77.8,6,train
76.8,4,near_center,2.0,3.0,2.0,3.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9248,2.259236,2.244637,0.250388,0.0,0.00958,77.8,2,train
76.8,5,near_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694,0.434123,-0.431498,-0.047667,1.0,0.003151,77.8,0,train
77.0,0,far_left,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666429,2.693989,2.617185,0.541314,0.0,0.00309,78.0,6,train
77.0,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87095,2.407361,-2.3953,-0.164197,0.0,0.005432,78.0,2,train
77.0,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1,train
77.0,3,near_left,6.0,6.0,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713817,1.932936,-0.193552,-0.203805,0.0,0.006116,78.0,6,train
77.0,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91065,2.258825,2.244238,0.248699,0.0,0.009117,78.0,2,train
77.0,5,near_right,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0,train
77.2,0,far_left,8.0,8.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.556538,2.368948,2.296061,0.480688,0.0,0.002695,78.2,6,train
77.2,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88355,2.470466,-2.451446,-0.216712,0.0,0.005575,78.2,2,train
77.2,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,1,train
77.2,3,near_left,7.0,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.669643,1.832905,-0.243594,-0.292775,0.0,0.005556,78.2,7,train
77.2,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9189,2.28939,2.272183,0.267131,0.0,0.008978,78.2,2,train
77.2,5,near_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,0,train
77.4,0,far_left,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573475,2.531761,2.440384,0.548848,0.25,0.002577,78.4,6,train
77.4,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85295,2.402966,-2.382464,-0.215598,0.0,0.00559,78.4,2,train
77.4,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,1,train
77.4,3,near_left,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651914,2.359431,0.1374,0.400327,0.142857,0.005563,78.4,7,train
77.4,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9273,2.309137,2.287939,0.292743,0.0,0.009197,78.4,2,train
77.4,5,near_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,0,train
77.6,0,far_left,6.0,6.0,6.0,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.69075,2.701585,2.656229,0.410816,0.0,0.003274,78.6,8,train
77.6,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8735,2.379721,-2.352525,-0.196328,0.0,0.005813,78.6,2,train
77.6,2,far_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,1,train
77.6,3,near_left,6.0,6.0,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742383,1.705742,-0.091594,-0.115894,0.0,0.006083,78.6,5,train
77.6,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89555,2.311832,2.285611,0.325329,0.0,0.009244,78.6,2,train
77.6,5,near_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,0,train
77.8,0,far_left,6.0,7.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.627583,2.819863,2.767904,0.461089,0.0,0.003097,78.8,7,train
77.8,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876,2.350593,-2.324288,-0.171072,0.0,0.005888,78.8,2,train
77.8,2,far_right,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5138,0.0,0.0,0.0,0.0,0.005492,78.8,1,train
77.8,3,near_left,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6266,1.677212,-0.012705,-0.048106,0.333333,0.00597,78.8,5,train
77.8,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9236,2.337569,2.302754,0.370477,0.0,0.008883,78.8,3,train
77.8,5,near_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,0,train
78.0,0,far_left,6.0,7.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.569083,2.758166,2.715176,0.417372,0.0,0.003009,79.0,6,train
78.0,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82745,2.503375,-2.480402,-0.21222,0.0,0.005774,79.0,2,train
78.0,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3724,1.71306,1.646696,0.472193,0.0,0.005644,79.0,1,train
78.0,3,near_left,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.67025,2.106044,-0.500273,-0.185432,0.0,0.006204,79.0,5,train
78.0,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9129,2.355651,2.316661,0.408902,0.0,0.008491,79.0,3,train
78.0,5,near_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0,train
78.2,0,far_left,6.0,7.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.513533,2.192335,2.162393,0.316389,0.0,0.002919,79.2,7,train
78.2,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8706,2.435039,-2.410821,-0.183745,0.0,0.005778,79.2,2,train
78.2,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.132279,-0.048147,0.123205,0.0,0.006198,79.2,1,train
78.2,3,near_left,7.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.601571,2.733831,-0.952799,-0.700459,0.0,0.006533,79.2,6,train
78.2,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93025,2.385987,2.340717,0.450659,0.0,0.008183,79.2,3,train
78.2,5,near_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,0,train
78.4,0,far_left,6.0,8.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.543433,2.989401,1.320678,0.085701,0.0,0.002943,79.4,9,train
78.4,1,far_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8716,2.528624,-2.506985,-0.211293,0.0,0.005744,79.4,2,train
78.4,2,far_right,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4547,1.65566,1.589167,0.464499,0.0,0.005874,79.4,1,train
78.4,3,near_left,7.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6127,2.934669,-0.899421,-0.757979,0.0,0.006309,79.4,6,train
78.4,4,near_center,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92155,2.421261,2.372664,0.479248,0.0,0.008315,79.4,3,train
